Hãng,Dòng xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Nhiên liệu,Dung tích,Số chỗ,Giá (triệu)
hãng khác,dòngkhác,2021,Xe đã dùng,65000.0,Nhập khẩu,,Số tay,Xăng,,,150
ford,everest,2014,Xe đã dùng,260000.0,,SUV /Crossover,Số tay,Dầu,2.5,7.0,380
mitsubishi,outlander,2023,Xe đã dùng,,Trong nước,SUV /Crossover,Số hỗn hợp,Xăng,2.0,7.0,825
kia,morning,2010,Xe đã dùng,80000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.2,5.0,205
nissan,almera,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.0,5.0,505
mercedes benz,cclass,2022,Xe đã dùng,13000.0,,Sedan,Số tự động,Xăng,3.0,5.0,1339
toyota,fortuner,2017,Xe đã dùng,76000.0,,SUV /Crossover,Số tự động,Xăng,2.4,7.0,742
ford,escort,2018,Xe đã dùng,40000.0,Trong nước,,Số hỗn hợp,Xăng,1.0,,425
toyota,corona,1993,Xe đã dùng,137000.0,Nhập khẩu,,Số tay,Xăng,,,85
kia,morning,2009,Xe đã dùng,160000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.2,5.0,175
ford,ranger,2022,Xe đã dùng,50998.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.2,5.0,560
hyundai,i10,2016,Xe đã dùng,126000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.2,5.0,215
toyota,fortuner,2021,Xe đã dùng,50000.0,,SUV /Crossover,Số tự động,Dầu,2.8,7.0,1160
mercedes benz,glc,2019,Xe đã dùng,40000.0,,SUV /Crossover,Số tự động,Xăng,2.0,5.0,999
mitsubishi,xpander,2023,Xe đã dùng,,Trong nước,SUV /Crossover,Số tay,Xăng,1.5,7.0,560
toyota,vios,2021,Xe đã dùng,18000.0,Trong nước,Sedan,Số tay,Xăng,1.5,5.0,439
toyota,innova,2009,Xe đã dùng,67000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,289
toyota,corollaaltis,2009,Xe đã dùng,11000.0,Trong nước,Sedan,Số tự động,Xăng,1.8,5.0,275
mitsubishi,xpander,2023,Xe đã dùng,,Trong nước,SUV /Crossover,Số tay,Xăng,1.5,7.0,504
toyota,camry,2014,Xe đã dùng,90000.0,,Sedan,Số tự động,Xăng,2.5,5.0,530
hyundai,tucson,2018,Xe đã dùng,59000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,625
peugeot,3008,2020,Xe đã dùng,43000.0,,SUV /Crossover,Số tự động,Xăng,1.6,5.0,720
mitsubishi,jolie,2000,Xe đã dùng,99999.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,2.0,8.0,48
honda,brv,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,661
honda,brv,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,705
daewoo,gentra,2009,Xe đã dùng,200000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.5,5.0,95
mercedes benz,glc,2020,Xe đã dùng,43000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1496
mitsubishi,attrage,2023,Xe đã dùng,,Nhập khẩu,Sedan,Số hỗn hợp,Xăng,1.2,5.0,380
toyota,velozcross,2022,Xe đã dùng,8000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,659
vinfast,luxa2.0,2019,Xe đã dùng,30000.0,Nhập khẩu,,Số tự động,Xăng,2.0,,535
mitsubishi,xpander,2019,Xe đã dùng,45000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,480
peugeot,408,2014,Xe đã dùng,55000.0,,SUV /Crossover,Số tự động,Xăng,1.6,5.0,320
peugeot,5008,2018,Xe đã dùng,60000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.6,7.0,700
toyota,velozcross,2022,Xe đã dùng,22.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,650
mercedes benz,glc,2016,Xe đã dùng,60000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,939
kia,sonet,2022,Xe đã dùng,37000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,559
mitsubishi,xpander,2023,Xe đã dùng,,Nhập khẩu,SUV /Crossover,Số hỗn hợp,Xăng,1.5,7.0,658
chevrolet,colorado,2015,Xe đã dùng,15000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.5,5.0,330
kia,carnival,2023,Xe mới,0.0,Trong nước,Van/Minivan,Số tự động,Dầu,2.2,8.0,1429
mercedes benz,gls,2022,Xe đã dùng,12000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,7.0,4738
mg,dòngkhác,2023,Xe mới,0.0,Nhập khẩu,SUV / Cross over,Số tự động,Xăng,,,699
ford,everest,2009,Xe đã dùng,200000.0,,SUV /Crossover,Số tự động,Xăng,2.5,7.0,285
toyota,vios,2022,Xe đã dùng,14560.0,,Sedan,Số tay,Xăng,1.5,5.0,429
lexus,rx,2006,Xe đã dùng,142000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,7.0,450
mercedes benz,cclass,2018,Xe đã dùng,60000.0,Trong nước,Sedan,Số tự động,Xăng,3.0,5.0,980
honda,civic,2019,Xe đã dùng,22000.0,,Sedan,Số tự động,Xăng,1.8,5.0,565
mazda,cx8,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.5,7.0,949
mg,zs,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,538
ford,transit,2023,Xe mới,0.0,Nhập khẩu,Van/Minivan,Số tay,Dầu,2.2,16.0,849
chevrolet,spark,2014,Xe đã dùng,130029.0,Trong nước,Hatchback,Số tự động,Xăng,0.8,5.0,185
kia,morning,2019,Xe đã dùng,9999.0,Trong nước,Hatchback,Số tay,Xăng,1.2,5.0,162
ford,dòngkhác,2023,Xe mới,0.0,Trong nước,Kiểu dáng khác,Số tay,Dầu,,,849
mazda,6,2018,Xe đã dùng,80000.0,,Sedan,Số tự động,Xăng,2.5,5.0,599
mg,zs,2023,Xe đã dùng,,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,85
mg,5,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,523
toyota,corollaaltis,2012,Xe đã dùng,70000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.8,5.0,295
bmw,3,2004,Xe đã dùng,240000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,140
mercedes benz,eclass,2019,Xe đã dùng,41000.0,,Sedan,Số tự động,Xăng,2.0,5.0,1313
kia,carnival,2008,Xe đã dùng,150000.0,Trong nước,Van/Minivan,Số tự động,Xăng,2.2,8.0,175
ford,ranger,2020,Xe đã dùng,77000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,528
toyota,innova,2016,Xe đã dùng,83469.0,,SUV /Crossover,Số tự động,Xăng,2.0,8.0,530
hyundai,accent,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,406
kia,sedona,2019,Xe đã dùng,60000.0,,Van/Minivan,Số tự động,Dầu,2.2,7.0,845
mitsubishi,attrage,2021,Xe đã dùng,12.0,Nhập khẩu,Sedan,Số tay,Xăng,1.2,5.0,280
peugeot,5008,2018,Xe đã dùng,63000.0,,SUV /Crossover,Số tự động,Xăng,1.6,7.0,670
kia,k3,2022,Xe đã dùng,20000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,579
mazda,6,2020,Xe đã dùng,50000.0,,Sedan,Số tự động,Xăng,2.0,5.0,600
hyundai,accent,2021,Xe đã dùng,116000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.4,5.0,415
toyota,camry,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.5,5.0,1105
ford,focus,2016,Xe đã dùng,58000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,445
toyota,innova,2022,Xe đã dùng,27499.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,700
mercedes benz,cclass,2011,Xe đã dùng,90000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,355
honda,crv,2016,Xe đã dùng,68000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.4,5.0,585
audi,a4,2011,Xe đã dùng,90000.0,,Sedan,Số tự động,Xăng,2.0,5.0,385
toyota,innova,2021,Xe đã dùng,119000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,630
chevrolet,aveo,2014,Xe đã dùng,75000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,185
suzuki,xl7,2022,Xe đã dùng,26000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,529
hyundai,accent,2021,Xe đã dùng,40000.0,Trong nước,Sedan,Số tay,Xăng,1.4,5.0,415
hyundai,santafe,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.2,7.0,969
chevrolet,cruze,2017,Xe đã dùng,163000.0,Trong nước,Sedan,Số tay,Xăng,1.8,5.0,250
nissan,teana,2011,Xe đã dùng,120000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,290
isuzu,dmax,2023,Xe đã dùng,,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,781
toyota,innova,2013,Xe đã dùng,17000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,320
mercedes benz,cclass,2011,Xe đã dùng,111111.0,,Sedan,Số tự động,Xăng,3.0,5.0,340
toyota,fortuner,2012,Xe đã dùng,117000.0,Trong nước,SUV /Crossover,Số tay,Dầu,2.4,7.0,446
toyota,landcruiser,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,7.0,4286
mitsubishi,attrage,2020,Xe đã dùng,70000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.2,5.0,270
ford,ecosport,2020,Xe đã dùng,500000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,405
kia,sorento,2021,Xe đã dùng,21000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,6.0,940
mitsubishi,xpander,2021,Xe đã dùng,40000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,515
vinfast,luxa2.0,2021,Xe đã dùng,40000.0,Nhập khẩu,,Số tự động,Xăng,,,618
hyundai,santafe,2023,Xe đã dùng,1000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,7.0,1199
hyundai,santafe,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.2,7.0,1160
toyota,innova,2019,Xe đã dùng,82000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,536
volkswagen,polo,2020,Xe đã dùng,40000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.6,5.0,390
toyota,fortuner,2020,Xe đã dùng,63000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.4,7.0,915
mg,5,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,488
mercedes benz,dòngkhác,2023,Xe đã dùng,1.0,Nhập khẩu,,Số tự động,Xăng,,,2289
porsche,cayenne,2014,Xe đã dùng,68000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.6,5.0,1600
kia,morning,2016,Xe đã dùng,52000.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,255
hyundai,palisade,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.2,6.0,1589
kia,rio,2014,Xe đã dùng,100000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.4,5.0,305
mitsubishi,outlander,2022,Xe đã dùng,29000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,650
toyota,vios,2017,Xe đã dùng,90000.0,,Sedan,Số tự động,Xăng,1.5,5.0,370
daewoo,lacetti,2004,Xe đã dùng,123456.0,Nhập khẩu,Sedan,Số tay,Xăng,1.6,5.0,75
honda,crv,2017,Xe đã dùng,800000.0,,SUV /Crossover,Số tự động,Xăng,2.4,5.0,635
ford,everest,2019,Xe đã dùng,65000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.5,7.0,919
toyota,corollaaltis,2019,Xe đã dùng,38000.0,,Sedan,Số tự động,Xăng,1.8,5.0,570
hyundai,santafe,2009,Xe đã dùng,71999.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,456
kia,morning,2010,Xe đã dùng,54545.0,Nhập khẩu,Hatchback,Số tay,Xăng,1.2,5.0,135
chevrolet,captiva,2007,Xe đã dùng,103000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.4,7.0,16
mitsubishi,attrage,2022,Xe đã dùng,28500.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.2,5.0,415
ford,everest,2006,Xe đã dùng,160000.0,Nhập khẩu,SUV /Crossover,Số tay,Dầu,2.5,7.0,182
ford,ranger,2022,Xe đã dùng,8500.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.2,5.0,639
toyota,yaris,2008,Xe đã dùng,94300.0,Nhập khẩu,Hatchback,Số tay,Xăng,1.3,5.0,270
hyundai,elantra,2021,Xe đã dùng,13500.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,519
peugeot,2008,2022,Xe đã dùng,11000.0,,SUV /Crossover,Số tự động,Xăng,1.2,5.0,685
mitsubishi,xpander,2022,Xe đã dùng,36000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,590
mitsubishi,xpander,2023,Xe đã dùng,10000.0,Trong nước,SUV /Crossover,Số tay,Xăng,1.5,7.0,515
chevrolet,spark,2017,Xe đã dùng,5000.0,Trong nước,Hatchback,Số tay,Xăng,0.8,5.0,169
mitsubishi,pajerosport,2021,Xe đã dùng,60000.0,Nhập khẩu,,Số tự động,Dầu,,,830
toyota,avanza,2020,Xe đã dùng,33600.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,1.3,7.0,408
kia,morning,2022,Xe đã dùng,25000.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,410
kia,morning,2019,Xe đã dùng,70000.0,,Hatchback,Số tay,Xăng,1.2,5.0,199
mazda,cx8,2021,Xe đã dùng,51.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.5,7.0,875
hyundai,stargazer,2022,Xe đã dùng,60000.0,,Van/Minivan,Số tự động,Xăng,1.5,7.0,530
mitsubishi,xpander,2020,Xe đã dùng,46000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,519
mitsubishi,triton,2022,Xe đã dùng,1.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.4,5.0,539
hyundai,i10,2019,Xe đã dùng,68000.0,Trong nước,Sedan,Số tự động,Xăng,1.2,5.0,310
ford,ranger,2015,Xe đã dùng,90000.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,3.2,5.0,480
vinfast,luxa2.0,2021,Xe đã dùng,40000.0,Trong nước,,Số tự động,Xăng,2.0,,640
toyota,corollacross,2022,Xe đã dùng,39900.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,740
suzuki,xl7,2022,Xe đã dùng,,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,505
mitsubishi,xpander,2019,Xe đã dùng,60000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,495
suzuki,ertiga,2022,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Động cơ Hybrid,1.5,7.0,608
mitsubishi,pajerosport,2023,Xe mới,0.0,Nhập khẩu,SUV / Cross over,Số tự động,Xăng,,,1160
toyota,innova,2018,Xe đã dùng,76000.0,,SUV /Crossover,Số tự động,Xăng,2.0,8.0,610
mercedes benz,cclass,2021,Xe đã dùng,31000.0,Trong nước,Sedan,Số tự động,Xăng,3.0,5.0,1268
mitsubishi,pajerosport,2014,Xe đã dùng,133000.0,Trong nước,,Số tự động,Dầu,,,439
mitsubishi,xpander,2022,Xe đã dùng,36936.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,590
toyota,raize,2022,Xe đã dùng,18000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.0,5.0,510
mitsubishi,xpander,2020,Xe đã dùng,52000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,500
toyota,zace,2000,Xe đã dùng,150000.0,,SUV /Crossover,Số tay,Xăng,1.8,8.0,105
toyota,celica,2000,Xe đã dùng,80000.0,Nhập khẩu,,Số tự động,Xăng,,,468
ford,transit,2023,Xe đã dùng,,Trong nước,Van/Minivan,Số tay,Dầu,2.2,16.0,849
mazda,cx5,2021,Xe đã dùng,27000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,695
hyundai,tucson,2022,Xe đã dùng,16000.0,,SUV /Crossover,Số tự động,Xăng,1.6,5.0,868
mitsubishi,xpandercross,2021,Xe đã dùng,14500.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,585
ford,ranger,2016,Xe đã dùng,,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.0,5.0,450
ford,everest,2020,Xe đã dùng,9830.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.5,7.0,950
mazda,2,2016,Xe đã dùng,75000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,320
hyundai,elantra,2016,Xe đã dùng,82000.0,,Sedan,Số tay,Xăng,1.6,5.0,330
toyota,fortuner,2018,Xe đã dùng,103000.0,Nhập khẩu,SUV /Crossover,Số tay,Dầu,2.4,7.0,710
kia,carens,2015,Xe đã dùng,80000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.0,7.0,380
toyota,yaris,2023,Xe mới,0.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.3,5.0,113
toyota,vios,2022,Xe đã dùng,54000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,490
chevrolet,trailblazer,2018,Xe đã dùng,60000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.5,7.0,555
chevrolet,cruze,2015,Xe đã dùng,111111.0,,Sedan,Số tự động,Xăng,1.8,5.0,270
ford,ranger,2021,Xe đã dùng,35000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,2.0,5.0,545
toyota,rush,2020,Xe đã dùng,55000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,555
mitsubishi,xpandercross,2020,Xe đã dùng,29000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,535
mg,5,2022,Xe đã dùng,15000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,475
mazda,3,2021,Xe đã dùng,20000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.5,5.0,580
honda,city,2019,Xe đã dùng,48000.0,,Sedan,Số tự động,Xăng,4.8,5.0,455
toyota,vios,2017,Xe đã dùng,73000.0,,Sedan,Số tay,Xăng,1.5,5.0,350
toyota,camry,2001,Xe đã dùng,100000.0,,Sedan,Số tay,Xăng,2.5,5.0,195
mazda,cx5,2017,Xe đã dùng,36000.0,,SUV /Crossover,Số tự động,Xăng,2.5,5.0,599
mazda,cx5,2015,Xe đã dùng,80000.0,,SUV /Crossover,Số tự động,Xăng,2.0,5.0,510
hyundai,accent,2021,Xe đã dùng,20000.0,,Sedan,Số tự động,Xăng,1.4,5.0,480
kia,seltos,2021,Xe đã dùng,30000.0,,SUV /Crossover,Số tự động,Xăng,1.4,5.0,595
toyota,vios,2010,Xe đã dùng,88888.0,,Sedan,Số tự động,Xăng,1.5,5.0,275
volkswagen,beetle,2004,Xe đã dùng,53365.0,Nhập khẩu,Coupe,Số tự động,Xăng,1.2,4.0,335
hyundai,i30,2009,Xe đã dùng,123456.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.6,5.0,236
ford,everest,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.5,7.0,1299
mazda,3,2018,Xe đã dùng,90000.0,Trong nước,Hatchback,Số tự động,Xăng,1.5,5.0,450
mazda,cx3,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,549
bmw,3,2017,Xe đã dùng,41000.0,Nhập khẩu,Sedan,Số hỗn hợp,Xăng,2.0,5.0,799
ford,ecosport,2016,Xe đã dùng,60000.0,,SUV /Crossover,Số tự động,Xăng,1.5,5.0,335
hyundai,santafe,2016,Xe đã dùng,130000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.2,7.0,670
mazda,3,2009,Xe đã dùng,9999.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.5,5.0,232
toyota,corollacross,2021,Xe đã dùng,18800.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,5.0,755
toyota,innova,2019,Xe đã dùng,40000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,540
ford,ranger,2023,Xe mới,0.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,707
toyota,zace,2005,Xe đã dùng,800000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.8,8.0,150
honda,crv,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.4,5.0,1159
hyundai,tucson,2022,Xe đã dùng,7900.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,800
mazda,3,2010,Xe đã dùng,120000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.5,5.0,260
hyundai,i10,2020,Xe mới,0.0,Trong nước,Sedan,Số tay,Xăng,1.2,5.0,299
ford,transit,2015,Xe đã dùng,670000.0,Nhập khẩu,Van/Minivan,Số tay,Dầu,2.2,16.0,545
ford,ranger,2020,Xe đã dùng,59000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,940
vinfast,luxa2.0,2022,Xe đã dùng,6000.0,Nhập khẩu,,Số tự động,Xăng,,,699
ford,ranger,2023,Xe mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,1306
ford,transit,2022,Xe đã dùng,17000.0,Trong nước,Van/Minivan,Số tay,Dầu,2.2,16.0,975
toyota,vios,2018,Xe đã dùng,56000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,365
ford,everest,2021,Xe đã dùng,25000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.5,7.0,1038
toyota,camry,2018,Xe đã dùng,64000.0,,Sedan,Số tự động,Xăng,2.5,5.0,675
ford,transit,2013,Xe đã dùng,250000.0,Trong nước,Van/Minivan,Số tay,Dầu,2.2,16.0,315
vinfast,luxa2.0,2022,Xe đã dùng,6600.0,Nhập khẩu,,Số tự động,Xăng,,,699
volkswagen,eos,2010,Xe đã dùng,100000.0,,Convertible,Số tự động,Xăng,,,900
vinfast,luxa2.0,2022,Xe đã dùng,7000.0,Nhập khẩu,,Số tự động,Xăng,,,698
hyundai,kona,2019,Xe đã dùng,5.0,,SUV /Crossover,Số tự động,Xăng,1.6,5.0,520
kia,carens,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,589
kia,carnival,2022,Xe đã dùng,125000.0,Nhập khẩu,Van/Minivan,Số tự động,Dầu,2.2,8.0,1339
suzuki,xl7,2022,Xe đã dùng,20000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,535
hyundai,i10,2015,Xe đã dùng,63000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.2,5.0,259
mitsubishi,xpander,2019,Xe đã dùng,120000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,1.5,7.0,430
nissan,navara,2016,Xe đã dùng,60000.0,,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,395
audi,tt,2008,Xe đã dùng,69000.0,Nhập khẩu,Coupe,Số hỗn hợp,Xăng,2.0,4.0,722
honda,civic,2012,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,330
mitsubishi,xpander,2021,Xe đã dùng,25000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,528
mercedes benz,amg,2018,Xe đã dùng,62000.0,,Coupe,Số tự động,Xăng,3.0,5.0,1190
landrover,rangeroverevoque,2012,Xe đã dùng,80000.0,Nhập khẩu,,Số tự động,Xăng,,,645
honda,city,2022,Xe đã dùng,14000.0,,Sedan,Số tự động,Xăng,1.5,5.0,526
hyundai,custin,2023,Xe mới,0.0,Trong nước,Van/Minivan,Số tự động,Xăng,2.0,7.0,850
hyundai,starex,2013,Xe đã dùng,160000.0,Nhập khẩu,Van/Minivan,Số tay,Xăng,2.5,6.0,395
kia,sportage,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.6,5.0,799
honda,city,2019,Xe đã dùng,52000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,405
honda,civic,2020,Xe đã dùng,15000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,710
hyundai,accent,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.4,5.0,411
mitsubishi,pajerosport,2023,Xe đã dùng,,Nhập khẩu,SUV / Cross over,Số tự động,Dầu,,,1136
mitsubishi,outlander,2022,Xe đã dùng,56000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,699
kia,soluto,2022,Xe đã dùng,23000.0,,Sedan,Số tay,Xăng,1.4,5.0,418
lexus,rx,2009,Xe đã dùng,60000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,7.0,780
mitsubishi,xpander,2023,Xe đã dùng,,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,658
honda,crv,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Động cơ Hybrid,2.4,5.0,1259
toyota,camry,2022,Xe đã dùng,7000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,960
vinfast,luxa2.0,2022,Xe đã dùng,6600.0,Trong nước,,Số tự động,Xăng,,,699
toyota,innova,2015,Xe đã dùng,3.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,370
hyundai,avante,2012,Xe đã dùng,,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,265
toyota,innova,2016,Xe đã dùng,83000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,8.0,530
hyundai,accent,2021,Xe đã dùng,24000.0,,Sedan,Số tay,Xăng,1.4,5.0,406
chevrolet,spark,2009,Xe đã dùng,170000.0,Trong nước,Hatchback,Số tay,Xăng,0.8,5.0,66
peugeot,408,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.6,5.0,999
mitsubishi,attrage,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tay,Xăng,1.2,5.0,380
