Hãng xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Nhiên liệu,Số chỗ ngồi,Giá xe (triệu)
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2099
Honda,2019,Xe đã dùng,25689,Nhập khẩu,Crossover,Số tự động,Xăng,5,595
Toyota,2020,Xe đã dùng,44000,Nhập khẩu,Sedan,Số tự động,Xăng,5,939
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,789
Honda,2020,Xe đã dùng,43000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,850
Honda,2009,Xe đã dùng,89000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,325
Lincoln,2020,Xe đã dùng,28000,Nhập khẩu,SUV,Số tự động,Xăng,6,5960
Mazda,2015,Xe đã dùng,89000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,414
Kia,2022,Xe đã dùng,12000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,868
Mercedes Benz,2017,Xe đã dùng,16000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1099
Mazda,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,434
Mercedes Benz,2023,Xe đã dùng,50,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2170
Ford,2011,Xe đã dùng,90000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,255
Honda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,913
Lexus,2022,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,4,9990
Mitsubishi,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,650
Toyota,2019,Xe đã dùng,81000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,539
Toyota,2010,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,322
Mercedes Benz,2018,Xe đã dùng,46000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,899
Mazda,2015,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,435
Toyota,2014,Xe đã dùng,140000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,330
Toyota,2022,Xe đã dùng,53800,Nhập khẩu,SUV,Số tự động,Xăng,7,630
Toyota,2023,Xe đã dùng,2000,Nhập khẩu,SUV,Số tự động,Xăng,5,886
Toyota,2015,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,500
Toyota,2022,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,709
Mercedes Benz,2022,Xe đã dùng,50,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1450
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,675
Kia,2019,Xe đã dùng,75279,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,468
Hyundai,2020,Xe đã dùng,39500,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,849
Mitsubishi,2017,Xe đã dùng,80000,Lắp ráp trong nước,SUV,Số tay,Dầu,7,499
Mitsubishi,2020,Xe đã dùng,3800,Nhập khẩu,SUV,Số tự động,Xăng,7,520
Audi,2018,Xe đã dùng,3333,Nhập khẩu,Crossover,Số tự động,Xăng,5,899
Ford,2011,Xe đã dùng,150000,Lắp ráp trong nước,SUV,Số tay,Dầu,7,370
Hyundai,2010,Xe đã dùng,98000,Nhập khẩu,Crossover,Số tự động,Dầu,5,360
Nissan,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,439
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,825
Toyota,2018,Xe đã dùng,82738,Lắp ráp trong nước,Crossover,Số tự động,Xăng,8,600
Mitsubishi,2018,Xe đã dùng,65000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,588
Mitsubishi,2021,Xe đã dùng,9000,Nhập khẩu,SUV,Số tự động,Xăng,7,585
Hyundai,2021,Xe đã dùng,33000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1070
Kia,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,689
Ford,2018,Xe đã dùng,0,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,16,550
Daewoo,2004,Xe đã dùng,12000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,98
Mazda,2018,Xe đã dùng,17000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,475
Toyota,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,542
Hyundai,2012,Xe đã dùng,52000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,245
Mazda,2018,Xe đã dùng,55000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,459
Hyundai,2019,Xe đã dùng,42000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,440
VinFast,2021,Xe đã dùng,29000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,585
VinFast,2021,Xe đã dùng,29000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,660
Lexus,2008,Xe đã dùng,90000,Nhập khẩu,SUV,Số tự động,Xăng,7,1790
Audi,2017,Xe đã dùng,50000,Nhập khẩu,SUV,Số tự động,Xăng,5,1199
Hyundai,2021,Xe đã dùng,40000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,950
Mercedes Benz,2020,Xe đã dùng,30000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,980
Mercedes Benz,2015,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1650
Isuzu,2017,Xe đã dùng,120000,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,5,370
Toyota,2022,Xe đã dùng,13000,Nhập khẩu,Sedan,Số tự động,Xăng,5,1230
Toyota,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,1155
Kia,2018,Xe đã dùng,75000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,476
SAMCO,2012,Xe đã dùng,51027,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,29,480
Toyota,2022,Xe đã dùng,7000,Nhập khẩu,SUV,Số tự động,Xăng,5,525
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1299
Skoda,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,1189
Kia,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,585
Kia,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,519
Honda,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,580
Mercedes Benz,2019,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1369
Kia,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,549
Kia,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,684
Hyundai,2014,Xe đã dùng,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,269
Mercedes Benz,2011,Xe đã dùng,88000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,450
Kia,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,574
Nissan,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,779
Mercedes Benz,2022,Xe đã dùng,8000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1039
Ford,2006,Xe đã dùng,99000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,169
Toyota,2018,Xe đã dùng,7000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,345
Ford,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,1299
Toyota,2010,Xe đã dùng,130000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,325
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1009
Volvo,2022,Xe đã dùng,7000,Nhập khẩu,SUV,Số tự động,Xăng,7,3699
Toyota,2011,Xe đã dùng,53000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,365
Ford,2020,Xe đã dùng,50000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,550
Kia,2021,Xe đã dùng,30000,Lắp ráp trong nước,SUV,Số tự động,Xăng,6,955
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1068
Ford,2017,Xe đã dùng,48000,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,10,750
Hyundai,2019,Xe đã dùng,37000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,499
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1468
Ford,2023,Xe đã dùng,501,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,875
Hyundai,2008,Xe đã dùng,120000,Nhập khẩu,SUV,Số tự động,Dầu,7,345
Ford,2021,Xe đã dùng,45000,Nhập khẩu,SUV,Số tự động,Dầu,7,925
VinFast,2021,Xe đã dùng,18000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,619
Kia,2011,Xe đã dùng,90379,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,279
Honda,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,876
Hyundai,2009,Xe đã dùng,0,Nhập khẩu,Van/Minivan,Số tay,Dầu,6,240
Toyota,2018,Xe đã dùng,53000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,8,576
Suzuki,2015,Xe đã dùng,172000,Nhập khẩu,Truck,Số tay,Xăng,2,145
Hyundai,2016,Xe đã dùng,90000,Nhập khẩu,Hatchback,Số tay,Xăng,5,200
Toyota,2021,Xe đã dùng,30000,Nhập khẩu,SUV,Số tự động,Xăng,5,775
Lexus,2022,Xe đã dùng,20000,Nhập khẩu,Sedan,Số tự động,Xăng,5,2420
Audi,2022,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,1530
Toyota,2010,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,7,755
Hyundai,2014,Xe đã dùng,68000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,262
Toyota,2022,Xe đã dùng,30000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,535
Mazda,2022,Xe đã dùng,4000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,595
VinFast,2020,Xe đã dùng,19000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,310
Suzuki,2021,Xe đã dùng,21000,Lắp ráp trong nước,Truck,Số tay,Xăng,2,185
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Dầu,3,1339
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,16,1080
Hyundai,2011,Xe đã dùng,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,248
Honda,2018,Xe đã dùng,100000,Nhập khẩu,SUV,Số tự động,Xăng,7,755
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Dầu,3,598
Toyota,2016,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,288
MG,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,530
Lexus,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,4,10999
Ford,2014,Xe đã dùng,50000,Nhập khẩu,Coupe,Số tự động,Xăng,4,1680
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,1270
Mercedes Benz,2018,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2499
Honda,2019,Xe đã dùng,65000,Nhập khẩu,SUV,Số tự động,Xăng,7,789
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,635
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,527
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,808
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,623
Toyota,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,537
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,663
Toyota,2014,Xe đã dùng,80000,Nhập khẩu,SUV,Số tự động,Xăng,7,1090
Mazda,2017,Xe đã dùng,70000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,560
Lexus,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Hybrid,5,3140
Lexus,2022,Xe đã dùng,13000,Nhập khẩu,Sedan,Số tự động,Xăng,5,2350
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,904
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1068
Subaru,2019,Xe đã dùng,39000,Nhập khẩu,SUV,Số tự động,Xăng,5,699
Ford,2022,Xe mới,0,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,7,950
Kia,2012,Xe đã dùng,86238,Nhập khẩu,Hatchback,Số tự động,Xăng,5,248
Bentley,2014,Xe đã dùng,40000,Nhập khẩu,Sedan,Số tự động,Xăng,5,5600
Hyundai,2019,Xe đã dùng,40000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,527
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,5039
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,4,8679
Mitsubishi,2022,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,795
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,397
Volkswagen,2022,Xe đã dùng,19000,Nhập khẩu,SUV,Số tự động,Xăng,7,1599
Mitsubishi,2019,Xe đã dùng,0,Nhập khẩu,SUV,Số tay,Xăng,7,430
Chevrolet,2016,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,389
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,458
Mercedes Benz,2022,Xe đã dùng,50,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2299
Toyota,2013,Xe đã dùng,10000,Nhập khẩu,SUV,Số tự động,Xăng,8,1780
Kia,2021,Xe đã dùng,0,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,8,1060
Suzuki,2021,Xe đã dùng,20000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,510
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1559
Toyota,2021,Xe đã dùng,30000,Nhập khẩu,SUV,Số tự động,Xăng,5,730
Mercedes Benz,2019,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2690
Honda,2020,Xe đã dùng,48000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,808
MG,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,475
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,589
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,460
Toyota,2014,Xe đã dùng,59000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,369
Chevrolet,2017,Xe đã dùng,80000,Nhập khẩu,SUV,Số tự động,Xăng,5,385
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng,7,850
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,969
Kia,2021,Xe đã dùng,15000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,650
Hyundai,2010,Xe đã dùng,72000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,295
Daewoo,2011,Xe đã dùng,157000,Nhập khẩu,Sedan,Số tự động,Xăng,5,189
Kia,2020,Xe đã dùng,35000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,495
Subaru,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,969
Hyundai,2022,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,979
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,644
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,516
LandRover,2015,Xe đã dùng,40000,Nhập khẩu,SUV,Số tự động,Xăng,4,3650
Ford,2021,Xe đã dùng,1,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,725
Mercedes Benz,2022,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,4389
Lamborghini,2019,Xe đã dùng,19000,Nhập khẩu,SUV,Số tự động,Xăng,4,13999
Lexus,2020,Xe đã dùng,18000,Nhập khẩu,SUV,Số tự động,Xăng,7,3190
Mercedes Benz,2022,Xe đã dùng,14000,Nhập khẩu,SUV,Số tự động,Xăng,7,1999
Kia,2020,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,320
Kia,2020,Xe đã dùng,40000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,515
Volkswagen,2003,Xe đã dùng,195000,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng,4,400
Hyundai,2022,Xe mới,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,7,518
Mitsubishi,2022,Xe đã dùng,9000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,795
Volkswagen,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,999
Ford,2012,Xe đã dùng,112683,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,190
Daewoo,2008,Xe đã dùng,130000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,170
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1025
Lexus,2020,Xe đã dùng,70000,Nhập khẩu,SUV,Số tự động,Xăng,7,7777
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,6,1589
Ford,2016,Xe đã dùng,39000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,379
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1119
Porsche,2019,Xe đã dùng,49000,Nhập khẩu,SUV,Số tự động,Xăng,5,4100
Mercedes Benz,2022,Xe đã dùng,16000,Nhập khẩu,SUV,Số tự động,Xăng,7,4500
Mercedes Benz,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,11800
Kia,2007,Xe đã dùng,170000,Nhập khẩu,Crossover,Số tay,Xăng,7,170
Ford,2019,Xe đã dùng,69500,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,480
Suzuki,2021,Xe đã dùng,0,Lắp ráp trong nước,Van/Minivan,Số tay,Xăng,2,225
Toyota,2020,Xe đã dùng,23000,Nhập khẩu,SUV,Số tự động,Xăng,5,710
Mitsubishi,2019,Xe đã dùng,48000,Nhập khẩu,SUV,Số tự động,Xăng,7,508
Peugeot,2021,Xe đã dùng,20000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,815
Kia,2020,Xe đã dùng,45000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,925
Hyundai,2021,Xe đã dùng,15000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,379
Mitsubishi,2021,Xe đã dùng,13000,Nhập khẩu,SUV,Số tự động,Xăng,7,598
Hyundai,2011,Xe đã dùng,115000,Nhập khẩu,Van/Minivan,Số tay,Dầu,6,250
Mercedes Benz,2022,Xe đã dùng,14648,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1889
BMW,2021,Xe đã dùng,7000,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng,2,2579
Honda,2015,Xe đã dùng,80000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,550
Lexus,2016,Xe đã dùng,60000,Nhập khẩu,Sedan,Số tự động,Xăng,5,1500
Ford,2016,Xe đã dùng,68000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,419
Mazda,2017,Xe đã dùng,62000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,435
Kia,2018,Xe đã dùng,40000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,315
Mercedes Benz,2016,Xe đã dùng,64360,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,695
Toyota,2020,Xe đã dùng,35000,Nhập khẩu,SUV,Số tự động,Xăng,5,715
Hyundai,2011,Xe đã dùng,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,365
Rolls,2011,Xe đã dùng,40000,Nhập khẩu,Sedan,Số tự động,Xăng,4,6500
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,458
Honda,2010,Xe đã dùng,94000,Nhập khẩu,Sedan,Số tự động,Xăng,5,360
Kia,2018,Xe đã dùng,89000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,775
Toyota,2022,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,1030
Ford,2018,Xe đã dùng,33000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,465
Toyota,2019,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,352
Toyota,2015,Xe đã dùng,108000,Nhập khẩu,Van/Minivan,Số tay,Xăng,16,495
Toyota,2022,Xe đã dùng,9000,Nhập khẩu,SUV,Số tự động,Xăng,5,530
Kia,2022,Xe đã dùng,24000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,585
Kia,2013,Xe đã dùng,87000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,235
Mercedes Benz,2022,Xe đã dùng,1400,Nhập khẩu,Coupe,Số tự động,Xăng,2,11500
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2099
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2639
Toyota,2016,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,579
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,986
Chevrolet,2018,Xe đã dùng,51000,Lắp ráp trong nước,Hatchback,Số tay,Xăng,5,218
BMW,2022,Xe mới,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1829
Ford,2021,Xe đã dùng,50000,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu,5,495
Lexus,2014,Xe đã dùng,6000,Nhập khẩu,SUV,Số tự động,Xăng,7,3190
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,778
Toyota,2012,Xe đã dùng,150000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,420
Toyota,2015,Xe đã dùng,90000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,218
Ford,2006,Xe đã dùng,150000,Lắp ráp trong nước,SUV,Số tay,Dầu,7,160
MG,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,538
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,458
Mercedes Benz,2018,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1160
Ford,2019,Xe đã dùng,49000,Nhập khẩu,SUV,Số tự động,Dầu,7,815
Audi,2015,Xe đã dùng,28000,Nhập khẩu,Coupe,Số tự động,Xăng,2,8750
Hyundai,2020,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,350
Isuzu,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,632
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,698
Suzuki,2017,Xe đã dùng,0,Nhập khẩu,Truck,Số tay,Xăng,2,180
Mitsubishi,2019,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,7,480
Mazda,2017,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,455
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tay,Dầu,5,665
Ssangyong,2016,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,5,479
Kia,2014,Xe đã dùng,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,2,180
Kia,2021,Xe đã dùng,28000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,599
Kia,2014,Xe đã dùng,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,2,225
Hyundai,2023,Xe đã dùng,100,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,475
Suzuki,2021,Xe đã dùng,6000,Nhập khẩu,SUV,Số tự động,Xăng,7,515
